nohup: ignoring input
>> host monitor: 8 cores, interval=2.0s, duration=7200.0s
>> time      cpu_total%  (of 800)  cores_busy  ram_used_mb  ram%
>> 09:40:09      316   ( 3.2 cores)    0/8         7156      23%
>> 09:40:11      314   ( 3.1 cores)    0/8         7147      23%
>> 09:40:13      310   ( 3.1 cores)    0/8         7146      23%
>> 09:40:15      343   ( 3.4 cores)    1/8         7140      23%
>> 09:40:17      316   ( 3.2 cores)    0/8         7147      23%
>> 09:40:19      309   ( 3.1 cores)    0/8         7151      23%
>> 09:40:21      314   ( 3.1 cores)    0/8         7160      23%
>> 09:40:23      311   ( 3.1 cores)    0/8         7159      23%
>> 09:40:25      308   ( 3.1 cores)    0/8         7170      23%
>> 09:40:27      313   ( 3.1 cores)    0/8         7159      23%
>> 09:40:29      298   ( 3.0 cores)    0/8         7160      23%
>> 09:40:31      305   ( 3.1 cores)    0/8         7174      23%
>> 09:40:33      309   ( 3.1 cores)    1/8         7147      23%
>> 09:40:35      317   ( 3.2 cores)    0/8         7144      23%
>> 09:40:37      336   ( 3.4 cores)    0/8         7135      23%
>> 09:40:39      310   ( 3.1 cores)    0/8         7136      23%
>> 09:40:41      351   ( 3.5 cores)    0/8         7142      23%
>> 09:40:43      308   ( 3.1 cores)    0/8         7155      23%
>> 09:40:45      312   ( 3.1 cores)    1/8         7162      23%
>> 09:40:47      339   ( 3.4 cores)    0/8         7138      23%
>> 09:40:49      310   ( 3.1 cores)    0/8         7148      23%
>> 09:40:51      430   ( 4.3 cores)    0/8         7343      23%
>> 09:40:53      369   ( 3.7 cores)    1/8         7132      23%
>> 09:40:55      300   ( 3.0 cores)    0/8         7139      23%
>> 09:40:57      324   ( 3.2 cores)    0/8         7128      23%
>> 09:40:59      305   ( 3.1 cores)    0/8         7148      23%
>> 09:41:01      307   ( 3.1 cores)    0/8         7151      23%
>> 09:41:03      311   ( 3.1 cores)    1/8         7131      23%
>> 09:41:05      311   ( 3.1 cores)    1/8         7141      23%
>> 09:41:07      324   ( 3.2 cores)    0/8         7120      23%
>> 09:41:09      302   ( 3.0 cores)    0/8         7138      23%
>> 09:41:11      314   ( 3.1 cores)    0/8         7141      23%
>> 09:41:13      322   ( 3.2 cores)    0/8         7147      23%
>> 09:41:15      323   ( 3.2 cores)    0/8         7146      23%
>> 09:41:17      326   ( 3.3 cores)    0/8         7140      23%
>> 09:41:19      304   ( 3.0 cores)    0/8         7143      23%
>> 09:41:21      306   ( 3.1 cores)    1/8         7141      23%
>> 09:41:23      306   ( 3.1 cores)    0/8         7135      23%
>> 09:41:25      306   ( 3.1 cores)    0/8         7140      23%
>> 09:41:27      313   ( 3.1 cores)    1/8         7157      23%
>> 09:41:29      323   ( 3.2 cores)    0/8         7140      23%
>> 09:41:31      310   ( 3.1 cores)    1/8         7141      23%
>> 09:41:33      309   ( 3.1 cores)    0/8         7136      23%
>> 09:41:35      325   ( 3.2 cores)    0/8         7135      23%
>> 09:41:37      324   ( 3.2 cores)    0/8         7141      23%
>> 09:41:39      311   ( 3.1 cores)    0/8         7139      23%
>> 09:41:41      305   ( 3.0 cores)    0/8         7139      23%
>> 09:41:43      325   ( 3.3 cores)    0/8         7136      23%
>> 09:41:45      305   ( 3.1 cores)    0/8         7147      23%
>> 09:41:47      329   ( 3.3 cores)    1/8         7141      23%
>> 09:41:49      316   ( 3.2 cores)    0/8         7151      23%
>> 09:41:51      307   ( 3.1 cores)    0/8         7158      23%
>> 09:41:53      396   ( 4.0 cores)    0/8         7243      23%
>> 09:41:55      382   ( 3.8 cores)    0/8         7146      23%
>> 09:41:57      308   ( 3.1 cores)    0/8         7147      23%
>> 09:41:59      309   ( 3.1 cores)    0/8         7148      23%
>> 09:42:01      306   ( 3.1 cores)    0/8         7163      23%
>> 09:42:03      313   ( 3.1 cores)    0/8         7155      23%
>> 09:42:05      313   ( 3.1 cores)    0/8         7154      23%
>> 09:42:07      333   ( 3.3 cores)    1/8         7140      23%
>> 09:42:09      307   ( 3.1 cores)    1/8         7138      23%
>> 09:42:11      309   ( 3.1 cores)    0/8         7155      23%
>> 09:42:13      325   ( 3.2 cores)    0/8         7138      23%
>> 09:42:15      314   ( 3.1 cores)    0/8         7151      23%
>> 09:42:17      326   ( 3.3 cores)    1/8         7145      23%
>> 09:42:19      346   ( 3.5 cores)    0/8         7137      23%
>> 09:42:21      311   ( 3.1 cores)    1/8         7147      23%
>> 09:42:23      325   ( 3.3 cores)    0/8         7144      23%
>> 09:42:25      306   ( 3.1 cores)    0/8         7156      23%
>> 09:42:27      317   ( 3.2 cores)    0/8         7162      23%
>> 09:42:29      319   ( 3.2 cores)    0/8         7145      23%
>> 09:42:31      329   ( 3.3 cores)    0/8         7150      23%
>> 09:42:33      313   ( 3.1 cores)    0/8         7148      23%
>> 09:42:35      321   ( 3.2 cores)    0/8         7156      23%
>> 09:42:37      330   ( 3.3 cores)    0/8         7141      23%
>> 09:42:39      313   ( 3.1 cores)    0/8         7153      23%
>> 09:42:41      307   ( 3.1 cores)    0/8         7162      23%
>> 09:42:43      316   ( 3.2 cores)    1/8         7141      23%
>> 09:42:45      309   ( 3.1 cores)    0/8         7157      23%
>> 09:42:47      329   ( 3.3 cores)    0/8         7147      23%
>> 09:42:49      314   ( 3.1 cores)    1/8         7148      23%
>> 09:42:51      315   ( 3.2 cores)    1/8         7144      23%
>> 09:42:53      311   ( 3.1 cores)    0/8         7162      23%
>> 09:42:55      370   ( 3.7 cores)    1/8         7167      23%
>> 09:42:57      406   ( 4.1 cores)    1/8         7174      23%
>> 09:42:59      317   ( 3.2 cores)    0/8         7159      23%
>> 09:43:01      306   ( 3.1 cores)    0/8         7169      23%
>> 09:43:03      305   ( 3.1 cores)    0/8         7170      23%
>> 09:43:05      310   ( 3.1 cores)    0/8         7171      23%
>> 09:43:07      303   ( 3.0 cores)    1/8         7175      23%
>> 09:43:09      319   ( 3.2 cores)    0/8         7142      23%
>> 09:43:11      308   ( 3.1 cores)    0/8         7133      23%
>> 09:43:13      311   ( 3.1 cores)    0/8         7146      23%
>> 09:43:15      326   ( 3.3 cores)    1/8         7150      23%
>> 09:43:17      342   ( 3.4 cores)    1/8         7136      23%
>> 09:43:19      318   ( 3.2 cores)    0/8         7151      23%
>> 09:43:21      299   ( 3.0 cores)    0/8         7151      23%
>> 09:43:23      300   ( 3.0 cores)    1/8         7154      23%
>> 09:43:25      315   ( 3.1 cores)    0/8         7143      23%
>> 09:43:27      316   ( 3.2 cores)    1/8         7144      23%
>> 09:43:29      317   ( 3.2 cores)    0/8         7146      23%
>> 09:43:31      310   ( 3.1 cores)    1/8         7151      23%
>> 09:43:33      304   ( 3.0 cores)    1/8         7152      23%
>> 09:43:35      335   ( 3.3 cores)    0/8         7159      23%
>> 09:43:37      314   ( 3.1 cores)    1/8         7152      23%
>> 09:43:39      325   ( 3.2 cores)    0/8         7149      23%
>> 09:43:41      310   ( 3.1 cores)    0/8         7153      23%
>> 09:43:43      306   ( 3.1 cores)    0/8         7160      23%
>> 09:43:45      313   ( 3.1 cores)    0/8         7155      23%
>> 09:43:47      317   ( 3.2 cores)    0/8         7155      23%
>> 09:43:49      315   ( 3.1 cores)    0/8         7155      23%
>> 09:43:51      329   ( 3.3 cores)    0/8         7168      23%
>> 09:43:53      311   ( 3.1 cores)    1/8         7167      23%
>> 09:43:55      328   ( 3.3 cores)    1/8         7174      23%
>> 09:43:57      346   ( 3.5 cores)    0/8         7166      23%
>> 09:43:59      435   ( 4.3 cores)    1/8         7153      23%
>> 09:44:01      316   ( 3.2 cores)    1/8         7152      23%
>> 09:44:03      306   ( 3.1 cores)    1/8         7156      23%
>> 09:44:05      315   ( 3.2 cores)    0/8         7145      23%
>> 09:44:07      310   ( 3.1 cores)    0/8         7155      23%
>> 09:44:09      322   ( 3.2 cores)    0/8         7154      23%
>> 09:44:11      311   ( 3.1 cores)    0/8         7166      23%
>> 09:44:13      312   ( 3.1 cores)    0/8         7166      23%
>> 09:44:15      311   ( 3.1 cores)    0/8         7165      23%
>> 09:44:17      320   ( 3.2 cores)    0/8         7156      23%
>> 09:44:19      314   ( 3.1 cores)    0/8         7173      23%
>> 09:44:21      356   ( 3.6 cores)    1/8         7171      23%
>> 09:44:23      314   ( 3.1 cores)    1/8         7179      23%
>> 09:44:25      307   ( 3.1 cores)    0/8         7170      23%
>> 09:44:27      305   ( 3.1 cores)    0/8         7165      23%
>> 09:44:29      309   ( 3.1 cores)    0/8         7161      23%
>> 09:44:31      313   ( 3.1 cores)    0/8         7141      23%
>> 09:44:33      328   ( 3.3 cores)    1/8         7152      23%
>> 09:44:35      333   ( 3.3 cores)    0/8         7158      23%
>> 09:44:37      307   ( 3.1 cores)    0/8         7158      23%
>> 09:44:39      318   ( 3.2 cores)    0/8         7168      23%
>> 09:44:41      314   ( 3.1 cores)    0/8         7170      23%
>> 09:44:43      302   ( 3.0 cores)    0/8         7178      23%
>> 09:44:45      314   ( 3.1 cores)    0/8         7151      23%
>> 09:44:47      322   ( 3.2 cores)    0/8         7159      23%
>> 09:44:49      317   ( 3.2 cores)    1/8         7159      23%
>> 09:44:51      311   ( 3.1 cores)    1/8         7174      23%
>> 09:44:53      303   ( 3.0 cores)    0/8         7193      23%
>> 09:44:55      322   ( 3.2 cores)    0/8         7160      23%
>> 09:44:57      306   ( 3.1 cores)    0/8         7164      23%
>> 09:44:59      312   ( 3.1 cores)    0/8         7154      23%
>> 09:45:01      441   ( 4.4 cores)    2/8         7443      24%
>> 09:45:03      333   ( 3.3 cores)    0/8         7173      23%
>> 09:45:05      316   ( 3.2 cores)    0/8         7171      23%
>> 09:45:07      318   ( 3.2 cores)    0/8         7177      23%
>> 09:45:09      314   ( 3.1 cores)    1/8         7162      23%
>> 09:45:11      321   ( 3.2 cores)    0/8         7174      23%
>> 09:45:13      317   ( 3.2 cores)    0/8         7214      23%
>> 09:45:15      379   ( 3.8 cores)    1/8         7154      23%
>> 09:45:17      313   ( 3.1 cores)    0/8         7169      23%
>> 09:45:19      326   ( 3.3 cores)    1/8         7155      23%
>> 09:45:21      320   ( 3.2 cores)    0/8         7162      23%
>> 09:45:23      304   ( 3.0 cores)    1/8         7168      23%
>> 09:45:25      315   ( 3.1 cores)    0/8         7176      23%
>> 09:45:27      317   ( 3.2 cores)    0/8         7173      23%
>> 09:45:29      309   ( 3.1 cores)    1/8         7158      23%
>> 09:45:31      323   ( 3.2 cores)    0/8         7155      23%
>> 09:45:33      301   ( 3.0 cores)    0/8         7166      23%
>> 09:45:35      327   ( 3.3 cores)    0/8         7156      23%
>> 09:45:37      322   ( 3.2 cores)    1/8         7153      23%
>> 09:45:39      309   ( 3.1 cores)    0/8         7166      23%
>> 09:45:41      373   ( 3.7 cores)    1/8         7153      23%
>> 09:45:43      314   ( 3.1 cores)    0/8         7162      23%
>> 09:45:45      315   ( 3.2 cores)    0/8         7156      23%
>> 09:45:47      322   ( 3.2 cores)    1/8         7157      23%
>> 09:45:49      323   ( 3.2 cores)    1/8         7152      23%
>> 09:45:51      313   ( 3.1 cores)    1/8         7152      23%
>> 09:45:53      310   ( 3.1 cores)    0/8         7163      23%
>> 09:45:55      307   ( 3.1 cores)    0/8         7162      23%
>> 09:45:57      312   ( 3.1 cores)    1/8         7169      23%
>> 09:45:59      381   ( 3.8 cores)    0/8         7177      23%
>> 09:46:01      318   ( 3.2 cores)    1/8         7150      23%
>> 09:46:03      414   ( 4.1 cores)    1/8         7376      24%
>> 09:46:05      350   ( 3.5 cores)    1/8         7171      23%
>> 09:46:07      317   ( 3.2 cores)    1/8         7160      23%
>> 09:46:09      297   ( 3.0 cores)    1/8         7164      23%
>> 09:46:11      327   ( 3.3 cores)    0/8         7154      23%
>> 09:46:13      305   ( 3.0 cores)    0/8         7166      23%
>> 09:46:15      306   ( 3.1 cores)    0/8         7167      23%
>> 09:46:17      313   ( 3.1 cores)    0/8         7171      23%
>> 09:46:19      324   ( 3.2 cores)    0/8         7173      23%
>> 09:46:21      324   ( 3.2 cores)    0/8         7180      23%
>> 09:46:23      307   ( 3.1 cores)    0/8         7181      23%
>> 09:46:25      302   ( 3.0 cores)    1/8         7182      23%
>> 09:46:27      307   ( 3.1 cores)    0/8         7185      23%
>> 09:46:29      295   ( 3.0 cores)    0/8         7192      23%
>> 09:46:31      323   ( 3.2 cores)    0/8         7166      23%
>> 09:46:33      299   ( 3.0 cores)    0/8         7171      23%
>> 09:46:35      330   ( 3.3 cores)    0/8         7143      23%
>> 09:46:37      328   ( 3.3 cores)    0/8         7159      23%
>> 09:46:39      316   ( 3.2 cores)    0/8         7168      23%
>> 09:46:41      325   ( 3.2 cores)    0/8         7154      23%
>> 09:46:43      306   ( 3.1 cores)    0/8         7172      23%
>> 09:46:45      310   ( 3.1 cores)    0/8         7173      23%
>> 09:46:48      313   ( 3.1 cores)    0/8         7140      23%
>> 09:46:50      357   ( 3.6 cores)    0/8         7163      23%
>> 09:46:52      304   ( 3.0 cores)    0/8         7173      23%
>> 09:46:54      317   ( 3.2 cores)    0/8         7169      23%
>> 09:46:56      311   ( 3.1 cores)    0/8         7173      23%
>> 09:46:58      306   ( 3.1 cores)    0/8         7152      23%
>> 09:47:00      325   ( 3.2 cores)    1/8         7162      23%
>> 09:47:02      312   ( 3.1 cores)    1/8         7162      23%
>> 09:47:04      319   ( 3.2 cores)    0/8         7163      23%
>> 09:47:06      401   ( 4.0 cores)    0/8         7246      23%
>> 09:47:08      375   ( 3.8 cores)    0/8         7164      23%
>> 09:47:10      300   ( 3.0 cores)    1/8         7164      23%
>> 09:47:12      317   ( 3.2 cores)    0/8         7157      23%
>> 09:47:14      332   ( 3.3 cores)    0/8         7160      23%
>> 09:47:16      317   ( 3.2 cores)    0/8         7161      23%
>> 09:47:18      328   ( 3.3 cores)    1/8         7162      23%
>> 09:47:20      320   ( 3.2 cores)    0/8         7159      23%
>> 09:47:22      309   ( 3.1 cores)    0/8         7159      23%
>> 09:47:24      314   ( 3.1 cores)    0/8         7154      23%
>> 09:47:26      304   ( 3.0 cores)    0/8         7154      23%
>> 09:47:28      333   ( 3.3 cores)    0/8         7147      23%
>> 09:47:30      304   ( 3.0 cores)    1/8         7149      23%
>> 09:47:32      315   ( 3.1 cores)    1/8         7156      23%
>> 09:47:34      312   ( 3.1 cores)    0/8         7163      23%
>> 09:47:36      331   ( 3.3 cores)    0/8         7161      23%
>> 09:47:38      302   ( 3.0 cores)    1/8         7165      23%
>> 09:47:40      327   ( 3.3 cores)    0/8         7169      23%
>> 09:47:42      316   ( 3.2 cores)    1/8         7168      23%
>> 09:47:44      315   ( 3.2 cores)    0/8         7157      23%
>> 09:47:46      312   ( 3.1 cores)    0/8         7166      23%
>> 09:47:48      311   ( 3.1 cores)    0/8         7156      23%
>> 09:47:50      316   ( 3.2 cores)    0/8         7156      23%
>> 09:47:52      312   ( 3.1 cores)    0/8         7158      23%
>> 09:47:54      336   ( 3.4 cores)    0/8         7156      23%
>> 09:47:56      303   ( 3.0 cores)    0/8         7171      23%
>> 09:47:58      310   ( 3.1 cores)    1/8         7175      23%
>> 09:48:00      315   ( 3.2 cores)    1/8         7167      23%
>> 09:48:02      306   ( 3.1 cores)    0/8         7158      23%
>> 09:48:04      334   ( 3.3 cores)    0/8         7163      23%
>> 09:48:06      311   ( 3.1 cores)    0/8         7165      23%
>> 09:48:08      436   ( 4.4 cores)    1/8         7194      23%
>> 09:48:10      401   ( 4.0 cores)    1/8         7165      23%
>> 09:48:12      317   ( 3.2 cores)    1/8         7164      23%
>> 09:48:14      307   ( 3.1 cores)    0/8         7165      23%
>> 09:48:16      309   ( 3.1 cores)    0/8         7166      23%
>> 09:48:18      325   ( 3.3 cores)    1/8         7175      23%
>> 09:48:20      319   ( 3.2 cores)    0/8         7146      23%
>> 09:48:22      306   ( 3.1 cores)    1/8         7142      23%
>> 09:48:24      322   ( 3.2 cores)    0/8         7133      23%
>> 09:48:26      303   ( 3.0 cores)    1/8         7142      23%
>> 09:48:28      308   ( 3.1 cores)    0/8         7144      23%
>> 09:48:30      310   ( 3.1 cores)    0/8         7172      23%
>> 09:48:32      342   ( 3.4 cores)    0/8         7180      23%
>> 09:48:34      319   ( 3.2 cores)    1/8         7166      23%
>> 09:48:36      330   ( 3.3 cores)    0/8         7149      23%
>> 09:48:38      306   ( 3.1 cores)    0/8         7160      23%
>> 09:48:40      309   ( 3.1 cores)    0/8         7156      23%
>> 09:48:42      316   ( 3.2 cores)    0/8         7154      23%
>> 09:48:44      351   ( 3.5 cores)    0/8         7155      23%
>> 09:48:46      304   ( 3.0 cores)    0/8         7171      23%
>> 09:48:48      304   ( 3.0 cores)    0/8         7178      23%
>> 09:48:50      318   ( 3.2 cores)    0/8         7146      23%
>> 09:48:52      303   ( 3.0 cores)    0/8         7165      23%
>> 09:48:54      311   ( 3.1 cores)    1/8         7142      23%
>> 09:48:56      348   ( 3.5 cores)    0/8         7161      23%
>> 09:48:58      303   ( 3.0 cores)    0/8         7163      23%
>> 09:49:00      302   ( 3.0 cores)    0/8         7160      23%
>> 09:49:02      326   ( 3.3 cores)    0/8         7169      23%
